observed_at_utc,monitor_elapsed_seconds,phase,host_swap_in_mib_s,host_swap_out_mib_s,host_swap_used_mib,app_cpu_pct,app_ps_rss_mib,sidecar_cpu_pct,sidecar_ps_rss_mib,host_process_count
2026-09-06T01:50:06.798789+00:00,220.59474,backend,254.865934,183.672185,25858.62,0.0,34.28125,44.8,27.328125,998
2026-09-06T01:50:11.825781+00:00,225.618054,backend,246.208191,249.424444,25855.44,3.5,37.09375,14.2,34.484375,992
2026-09-06T01:50:16.896346+00:00,230.626096,backend,360.660575,450.650219,26305.25,0.4,33.421875,13.9,24.21875,988
2026-09-06T01:50:21.847728+00:00,235.63402,backend,286.093491,274.664727,26232.69,0.0,32.65625,22.2,27.140625,983
2026-09-06T01:50:26.865734+00:00,240.640176,backend,322.203303,380.53149,26561.44,1.4,32.59375,12.2,27.03125,977
2026-09-06T01:50:31.862517+00:00,245.640776,backend,285.696966,201.263348,26119.88,0.1,32.328125,20.5,37.25,972
2026-09-06T01:50:36.864933+00:00,250.651383,backend,188.846257,273.940737,26565.94,7.3,37.0,1.5,40.265625,968
2026-09-06T01:50:41.880667+00:00,255.665957,backend,293.871512,485.684267,27490.12,1.6,19.359375,12.6,19.21875,964
2026-09-06T01:50:46.884092+00:00,260.672546,backend,245.492124,222.456854,27410.06,0.0,36.125,24.9,33.109375,959
2026-09-06T01:50:51.887833+00:00,265.681418,backend,241.939453,216.565726,27272.44,7.0,36.28125,14.1,44.375,954
2026-09-06T01:50:56.926493+00:00,270.699605,backend,342.737721,476.217833,27932.5,0.4,31.734375,16.0,33.234375,953
2026-09-06T01:51:01.921254+00:00,275.705673,backend,263.271139,290.622323,28068.69,0.0,33.125,17.0,28.921875,951
2026-09-06T01:51:06.962238+00:00,280.711974,backend,299.347712,208.562135,27590.81,0.1,34.421875,25.0,50.734375,944
2026-09-06T01:51:11.955193+00:00,285.71998,backend,196.267005,336.636009,28300.69,5.0,36.578125,17.6,36.140625,940
2026-09-06T01:51:16.966369+00:00,290.748187,backend,176.55708,369.105196,29243.62,0.0,36.484375,1.2,30.5,937
2026-09-06T01:51:22.364399+00:00,295.799716,backend,447.429502,471.86208,29388.81,11.4,38.109375,21.7,27.671875,940
2026-09-06T01:51:27.118347+00:00,300.813049,backend,388.055848,563.709332,30260.25,1.4,31.046875,14.6,20.671875,936
2026-09-06T01:51:32.066172+00:00,305.821295,backend,411.823931,282.883459,29594.12,0.2,32.703125,26.7,7.96875,938
2026-09-06T01:51:37.060566+00:00,310.824194,backend,259.846236,267.382492,29629.88,6.2,37.234375,13.0,31.875,933
2026-09-06T01:51:42.072693+00:00,315.831126,backend,233.754027,157.381791,29249.81,0.2,32.640625,58.9,34.5625,933
2026-09-06T01:51:47.070615+00:00,320.834548,backend,237.865362,249.316901,26638.5,0.0,32.046875,8.2,39.328125,932
2026-09-06T01:51:52.044217+00:00,325.835965,backend,249.423074,279.820711,26770.0,1.1,36.921875,9.7,25.765625,938
2026-09-06T01:51:57.062643+00:00,330.838702,backend,450.281648,495.291386,27003.69,0.0,32.40625,8.5,19.75,939
2026-09-06T01:52:02.068143+00:00,335.840125,backend,297.927668,287.080756,26951.38,0.0,37.078125,11.5,27.140625,938
2026-09-06T01:52:07.055796+00:00,340.845656,backend,253.697512,339.199814,27378.0,0.6,37.09375,13.3,29.484375,939
2026-09-06T01:52:12.229450+00:00,345.854829,backend,352.331682,129.49678,24649.0,0.0,37.0,23.8,41.640625,939
2026-09-06T01:52:17.066277+00:00,350.855454,backend,354.312023,386.170546,24833.0,2.0,37.09375,14.2,33.890625,937
2026-09-06T01:52:22.114353+00:00,355.872811,backend,271.940359,478.202464,25858.0,0.0,30.984375,63.1,36.59375,934
2026-09-06T01:52:27.087638+00:00,360.876786,backend,277.863448,253.485955,25718.44,7.5,36.5625,24.7,39.609375,925
2026-09-06T01:52:32.161963+00:00,365.897325,backend,343.218242,430.232676,26174.25,0.5,38.75,19.7,31.734375,925
2026-09-06T01:52:37.194460+00:00,370.901037,backend,219.599473,297.741462,26569.94,0.0,32.625,12.4,27.125,928
2026-09-06T01:52:42.121656+00:00,375.906584,backend,345.229505,183.668115,24511.12,4.3,37.546875,17.4,32.875,930
2026-09-06T01:52:47.136912+00:00,380.909792,backend,423.871804,495.419651,24864.56,0.3,33.078125,16.4,29.484375,934
2026-09-06T01:52:52.173073+00:00,385.924583,backend,332.634728,534.543677,25863.94,0.0,33.109375,18.4,22.59375,931
2026-09-06T01:52:57.207842+00:00,390.928052,backend,304.360732,319.353457,25981.44,2.8,37.328125,26.0,35.234375,928
2026-09-06T01:53:02.136487+00:00,395.932797,backend,226.528784,200.921834,25826.81,0.2,34.15625,11.9,30.15625,924
2026-09-06T01:53:07.313162+00:00,400.951555,backend,440.777651,566.325402,26441.25,0.0,22.359375,9.6,17.078125,925
2026-09-06T01:53:12.171491+00:00,405.9566,backend,327.644388,302.095168,26322.94,9.7,42.0,17.6,28.109375,926
2026-09-06T01:53:17.237384+00:00,410.979485,backend,300.624039,337.90341,26514.06,0.2,38.734375,14.5,26.078125,944
2026-09-06T01:53:22.220738+00:00,415.985178,backend,342.968862,227.946704,24597.12,1.9,41.390625,14.5,34.9375,947
2026-09-06T01:53:27.262774+00:00,420.990949,backend,318.710299,399.835422,24989.5,0.2,41.484375,17.2,35.71875,943
2026-09-06T01:53:32.265891+00:00,426.007625,backend,241.503895,456.489984,26047.12,0.0,21.71875,11.7,10.328125,948
2026-09-06T01:53:37.244266+00:00,431.015602,backend,309.509318,313.799349,26097.12,7.1,38.71875,16.2,32.109375,955
2026-09-06T01:53:42.254542+00:00,436.019089,backend,327.768298,264.253216,25770.94,0.4,24.71875,29.5,27.84375,952
2026-09-06T01:53:47.228713+00:00,441.024551,backend,225.038554,245.769034,25867.44,4.2,37.921875,14.6,36.015625,950
2026-09-06T01:53:52.273577+00:00,446.032975,backend,318.192043,380.284307,26177.81,0.6,38.578125,16.9,36.109375,944
2026-09-06T01:53:57.258063+00:00,451.041954,backend,282.377289,303.180556,26256.12,0.0,25.765625,13.9,28.265625,945
2026-09-06T01:54:02.257424+00:00,456.042941,backend,273.383484,195.273917,25864.56,3.5,37.578125,16.6,36.203125,937
2026-09-06T01:54:07.289735+00:00,461.054374,backend,259.207318,433.359117,26755.62,0.2,32.640625,21.6,35.9375,951
2026-09-06T01:54:12.303846+00:00,466.072057,backend,402.657196,472.242348,27091.38,0.0,20.125,11.5,10.453125,951
2026-09-06T01:54:17.332930+00:00,471.07634,backend,394.749374,594.896686,28085.31,2.1,34.75,23.8,31.859375,952
2026-09-06T01:54:22.424724+00:00,476.140229,backend,224.466202,228.591614,28122.62,0.0,32.953125,5.4,34.8125,952
2026-09-06T01:54:27.350980+00:00,481.141703,backend,266.799477,132.273508,27436.69,4.7,37.640625,48.9,44.75,952
2026-09-06T01:54:32.367349+00:00,486.148838,backend,291.705597,307.298969,27514.75,1.4,38.359375,9.5,38.875,952
2026-09-06T01:54:37.357784+00:00,491.158301,backend,280.562734,322.517701,27730.31,0.0,36.125,12.2,32.109375,951
2026-09-06T01:54:42.395504+00:00,496.162836,backend,363.189337,448.405796,28148.81,3.9,39.8125,22.8,29.734375,951
2026-09-06T01:54:47.406293+00:00,501.164544,backend,293.062431,378.133383,28572.44,0.1,33.5625,14.7,27.96875,956
2026-09-06T01:54:52.383058+00:00,506.170466,backend,248.920807,197.428669,28319.44,0.0,38.609375,19.3,50.0,954
2026-09-06T01:54:57.395060+00:00,511.173005,backend,355.025947,290.730475,24745.5,0.6,34.640625,16.7,35.5,958
2026-09-06T01:55:02.397998+00:00,516.176771,backend,360.403541,571.26347,25787.88,0.0,32.53125,12.0,24.921875,971
2026-09-06T01:55:07.414490+00:00,521.184512,backend,179.431569,143.696271,25609.06,1.8,37.765625,1.3,21.296875,963
2026-09-06T01:55:12.403899+00:00,526.191931,backend,346.239415,390.570517,25812.62,0.1,35.09375,17.0,35.0625,962
2026-09-06T01:55:17.420486+00:00,531.200104,backend,209.223607,130.998357,25436.69,0.0,35.625,25.9,50.578125,963
2026-09-06T01:55:22.420552+00:00,536.209263,backend,299.978649,422.026966,26022.88,4.3,37.203125,15.2,40.671875,974
2026-09-06T01:55:27.459707+00:00,541.226958,backend,269.057153,279.162015,26087.12,0.0,31.984375,17.6,31.453125,967
2026-09-06T01:55:32.474299+00:00,546.231834,backend,306.841403,355.915423,26332.25,5.6,37.765625,18.2,31.390625,971
2026-09-06T01:55:37.445490+00:00,551.237586,backend,279.075833,175.573025,24545.38,0.2,28.03125,19.4,36.9375,968
2026-09-06T01:55:42.560178+00:00,556.246504,backend,302.993932,534.059911,25717.19,0.0,33.515625,16.4,36.65625,969
2026-09-06T01:55:47.487650+00:00,561.25565,backend,367.371803,524.116356,26515.75,0.7,37.453125,20.2,38.796875,965
2026-09-06T01:55:52.471816+00:00,566.261854,backend,240.264354,232.573897,26456.06,0.0,32.140625,32.2,35.3125,965
2026-09-06T01:55:57.493205+00:00,571.269121,backend,183.448991,149.158206,26263.44,5.2,36.71875,10.3,35.953125,965
2026-09-06T01:56:02.487245+00:00,576.273659,backend,369.29297,502.331605,26948.5,0.0,35.171875,17.4,30.796875,971
2026-09-06T01:56:07.496572+00:00,581.27991,backend,325.474372,352.52181,27097.69,8.4,38.078125,20.6,31.3125,970
2026-09-06T01:56:12.498277+00:00,586.285276,backend,191.010632,169.992564,26987.88,0.2,38.140625,11.1,30.25,970
2026-09-06T01:56:17.516377+00:00,591.294613,backend,279.075694,371.206762,27436.0,0.0,29.03125,16.7,27.421875,970
2026-09-06T01:56:22.507816+00:00,596.299015,backend,374.105072,144.029469,24333.88,2.6,37.59375,17.0,37.875,970
2026-09-06T01:56:27.732126+00:00,601.360327,backend,444.860559,712.787626,25679.31,0.0,27.46875,34.9,22.046875,968
2026-09-06T01:56:32.613289+00:00,606.363367,backend,404.557134,355.308954,25413.62,11.9,37.453125,22.9,38.703125,965
2026-09-06T01:56:37.640442+00:00,611.3686,backend,369.969034,332.364642,25220.94,0.6,35.921875,50.3,42.15625,962
2026-09-06T01:56:42.582039+00:00,616.37341,backend,278.03877,368.445546,25688.62,0.0,33.28125,11.8,37.453125,962
2026-09-06T01:56:47.597496+00:00,621.378858,backend,256.679712,231.735015,25528.06,4.5,37.546875,25.8,32.609375,958
2026-09-06T01:56:52.593388+00:00,626.384266,backend,252.311477,280.122022,25710.38,0.1,38.1875,13.8,32.765625,954
2026-09-06T01:56:57.594035+00:00,631.389574,backend,358.934547,168.692775,24232.5,0.0,33.734375,24.6,35.15625,950
2026-09-06T01:57:02.605870+00:00,636.394946,backend,152.252043,290.600274,24924.88,0.7,38.171875,9.4,34.984375,946
2026-09-06T01:57:07.638509+00:00,641.396039,backend,305.295783,501.240462,25897.31,0.0,26.984375,13.3,16.53125,944
2026-09-06T01:57:12.618258+00:00,646.397413,backend,206.655709,210.517148,25934.0,3.7,37.203125,40.2,43.78125,941
2026-09-06T01:57:17.632417+00:00,651.402578,backend,275.147028,390.246882,26524.38,0.1,34.328125,19.5,44.546875,944
2026-09-06T01:57:22.622317+00:00,656.408698,backend,314.461984,303.466068,26461.69,7.8,36.59375,26.9,32.078125,936
2026-09-06T01:57:27.664113+00:00,661.423843,backend,369.088275,502.727231,27116.44,0.4,42.34375,10.5,31.859375,931
2026-09-06T01:57:32.647405+00:00,666.429175,backend,287.740017,135.080944,26360.5,0.0,44.640625,20.7,45.75,927
2026-09-06T01:57:37.691331+00:00,671.478517,backend,220.07819,566.831306,28086.38,1.5,41.015625,10.8,27.046875,928
2026-09-06T01:57:42.701787+00:00,676.484189,backend,253.721543,191.532717,27781.12,0.0,37.578125,45.3,42.703125,916
2026-09-06T01:57:47.683509+00:00,681.485313,backend,316.678813,385.225904,28123.5,5.5,41.796875,10.6,41.921875,912
2026-09-06T01:57:52.702959+00:00,686.491463,backend,257.695537,212.35131,27874.5,0.1,37.1875,19.4,35.109375,907
2026-09-06T01:57:57.705968+00:00,691.496917,backend,255.181009,385.791656,28535.38,0.0,39.0,15.6,33.53125,912
2026-09-06T01:58:02.704082+00:00,696.498585,backend,311.180612,168.03147,24834.06,1.0,41.609375,13.0,40.03125,901
2026-09-06T01:58:07.703412+00:00,701.499658,backend,234.902705,424.949413,25763.38,0.0,35.3125,1.3,30.90625,905
2026-09-06T01:58:12.724509+00:00,706.511535,backend,315.198117,401.652119,26199.5,9.5,39.578125,25.6,31.75,910
2026-09-06T01:58:17.771863+00:00,711.517711,backend,191.123298,127.779665,25898.81,0.4,31.625,18.0,45.34375,916
2026-09-06T01:58:22.733272+00:00,716.522688,backend,267.065413,298.740134,26029.56,0.0,37.734375,20.2,33.625,914
2026-09-06T01:58:27.870268+00:00,721.541544,backend,368.248809,431.846478,26373.75,1.2,35.78125,12.5,28.75,911
2026-09-06T01:58:32.815026+00:00,726.55394,backend,308.974623,389.047982,26757.44,0.0,31.703125,19.5,25.328125,918
2026-09-06T01:58:37.759430+00:00,731.559868,backend,309.823293,322.030695,26830.19,6.0,37.046875,26.2,49.375,923
2026-09-06T01:58:42.775975+00:00,736.565435,backend,208.64269,130.529664,26411.5,0.8,37.5,14.6,38.796875,941
2026-09-06T01:58:47.794815+00:00,741.57072,backend,244.57583,329.464218,26828.38,0.0,34.71875,11.7,30.75,940
2026-09-06T01:58:52.959876+00:00,746.752459,backend,198.31663,288.296077,27282.19,3.3,33.828125,17.0,43.71875,935
