observed_at_utc,monitor_elapsed_seconds,phase,host_swap_in_mib_s,host_swap_out_mib_s,host_swap_used_mib,app_cpu_pct,app_ps_rss_mib,sidecar_cpu_pct,sidecar_ps_rss_mib,host_process_count
2026-09-06T01:49:11.562954+00:00,165.229333,backend,25.156183,442.331093,22211.25,0.4,30.578125,70.6,381.859375,1030
2026-09-06T01:49:17.311677+00:00,170.551803,backend,157.416332,991.691773,26678.62,0.7,8.3125,84.3,36.1875,1026
2026-09-06T01:49:21.764032+00:00,175.559693,backend,185.407436,455.655998,28041.56,3.7,28.65625,1.1,83.375,1023
2026-09-06T01:49:26.780513+00:00,180.561606,backend,394.664636,474.855832,28423.25,0.0,36.359375,19.8,32.921875,1019
2026-09-06T01:49:31.824724+00:00,185.563176,backend,305.591534,362.86105,28736.12,3.2,37.078125,24.9,28.859375,1014
2026-09-06T01:49:36.776068+00:00,190.568353,backend,337.987551,212.192797,28083.44,0.2,38.5,24.7,53.359375,1012
2026-09-06T01:49:41.884912+00:00,195.575595,backend,474.210025,444.668438,25247.12,0.0,22.546875,16.8,30.171875,1013
2026-09-06T01:49:46.839392+00:00,200.579106,backend,347.655902,501.013851,26027.12,4.3,37.421875,14.8,19.875,1016
2026-09-06T01:49:51.791664+00:00,205.582682,backend,219.308768,209.600087,25976.0,0.0,33.125,11.4,26.546875,1010
2026-09-06T01:49:56.882348+00:00,210.590409,backend,460.600688,582.013057,26600.44,6.9,37.703125,16.5,27.078125,1011
2026-09-06T01:50:01.816126+00:00,215.593642,backend,262.32723,191.263811,26218.19,0.4,38.0,19.8,16.265625,1003
